中文名,标准缩写,去掉空格的缩写,全名,全名，把逗号换成了空格,专长类群,工作单位,姓,名
【空】,Schltdl.,Schltdl.,"Schlechtendal, Diederich Franz Leonhard von",Schlechtendal Diederich Franz Leonhard von,MPS,,Schlechtendal,Diederich Franz Leonhard von
【空】,Schltr.,Schltr.,,,,,,
【空】,Schmalh.,Schmalh.,"Schmalgausen, Ivan Fedorovich",Schmalgausen Ivan Fedorovich,FS,,Schmalgausen,Ivan Fedorovich
【空】,F. Schmidt,F.Schmidt,"Schmidt, Friedrich (Karl) (Fedor Bogdanovich)",Schmidt Friedrich (Karl) (Fedor Bogdanovich),S,,Schmidt,Friedrich (Karl) (Fedor Bogdanovich)
【空】,Schnarf,Schnarf,"Schnarf, Karl",Schnarf Karl,S,,Schnarf,Karl
【空】,H. Scholz,H.Scholz,"Scholz, Hidemar Wolfgang",Scholz Hidemar Wolfgang,MS,,Scholz,Hidemar Wolfgang
【空】,Schott,Schott,"Schott, Heinrich Wilhelm",Schott Heinrich Wilhelm,PS,,Schott,Heinrich Wilhelm
【空】,Schottky,Schottky,"Schottky, Ernst Max",Schottky Ernst Max,S,,Schottky,Ernst Max
【空】,Schousboe,Schousboe,,,,,,
【空】,Schrad.,Schrad.,"Schrader, Heinrich Adolph",Schrader Heinrich Adolph,BMPS,,Schrader,Heinrich Adolph
【空】,Schrank,Schrank,"Schrank, Franz von Paula von",Schrank Franz von Paula von,ABMPS,,Schrank,Franz von Paula von
【空】,Schreb.,Schreb.,"Schreber, Johann Christian Daniel von",Schreber Johann Christian Daniel von,ABMPS,,Schreber,Johann Christian Daniel von
【空】,Schult.,Schult.,"Schultes, Josef (Joseph) August",Schultes Josef (Joseph) August,BS,,Schultes,Josef (Joseph) August
【空】,Schult. f.,Schult.f.,"Schultes, Julius Hermann",Schultes Julius Hermann,S,,Schultes,Julius Hermann
【空】,Schrenk,Schrenk,"Schrenck, Alexander Gustav von",Schrenck Alexander Gustav von,S,,Schrenck,Alexander Gustav von
【空】,Schübl.,Schübl.,"Schuebler,Gustav",Schuebler Gustav,S,,Schuebler,Gustav
【空】,Schultes,Schultes,,,,,,
【空】,Schultz,Schultz,"Schultz, Carl (Karl) Friedrich",Schultz Carl (Karl) Friedrich,BMPS,,Schultz,Carl (Karl) Friedrich
【空】,Schumach.,Schumach.,"Schumacher, Heinrich Christian Friedrich",Schumacher Heinrich Christian Friedrich,MPS,,Schumacher,Heinrich Christian Friedrich
【空】,Schur,Schur,"Schur, Philipp Johann Ferdinand",Schur Philipp Johann Ferdinand,BPS,,Schur,Philipp Johann Ferdinand
【空】,O. Schwarz,O.Schwarz,"Schwarz, Otto Karl Anton",Schwarz Otto Karl Anton,PS,,Schwarz,Otto Karl Anton
【空】,S. Suzuki,S.Suzuki,"Suzuki, Shizuo",Suzuki Shizuo,M,,Suzuki,Shizuo
【空】,S. Vidal,S.Vidal,"Vidal, Sebastian",Vidal Sebastian,PS,,Vidal,Sebastian
【空】,S. Watson,S.Watson,"Watson, Sereno",Watson Sereno,PS,,Watson,Sereno
【空】,S. A. Mori,S.A.Mori,"Mori, Scott A.",Mori Scott A.,S,,Mori,Scott A.
【空】,S. A. Nikitin,S.A.Nikitin,"Nikitin, S. A.",Nikitin S. A.,S,,Nikitin,S. A.
【空】,S. B. Ho,S.B.Ho,"Ho, Shan Bao",Ho Shan Bao,S,,Ho,Shan Bao
【空】,S. C. Gupta,S.C.Gupta,"Gupta, Satish Chandra",Gupta Satish Chandra,M,,Gupta,Satish Chandra
【空】,S. C. Hsu,S.C.Hsu,"Hsu, Shi Chang",Hsu Shi Chang,M,,Hsu,Shi Chang
【空】,S. D. Zhang,S.D.Zhang,"Zhang, S. D.",Zhang S. D.,S,,Zhang,S. D.
【空】,S. F. Blake,S.F.Blake,"Blake, Sidney Fay",Blake Sidney Fay,BPS,,Blake,Sidney Fay
【空】,Schweigg.,Schweigg.,"Schweigger, August Friedrich",Schweigger August Friedrich,AS,,Schweigger,August Friedrich
【空】,Schwein.,Schwein.,"Schweinitz, Lewis (Ludwig) David von",Schweinitz Lewis (Ludwig) David von,BMS,,Schweinitz,Lewis (Ludwig) David von
【空】,Schweinf.,Schweinf.,"Schweinfurth, Georg August",Schweinfurth Georg August,PS,,Schweinfurth,Georg August
【空】,Schwer.,Schwer.,"Schwerin, Fritz Kurt Alexander von",Schwerin Fritz Kurt Alexander von,S,,Schwerin,Fritz Kurt Alexander von
【空】,Scop.,Scop.,"Scopoli, Joannes Antonius (Giovanni Antonio)",Scopoli Joannes Antonius (Giovanni Antonio),AMPS,,Scopoli,Joannes Antonius (Giovanni Antonio)
【空】,Scort.,Scort.,"Scortechini, Benedetto",Scortechini Benedetto,S,,Scortechini,Benedetto
【空】,"Scott,A.J.","Scott,A.J.","Scott, Andrew John",Scott Andrew John,S,,Scott,Andrew John
【空】,Scribn.,Scribn.,"Scribner, Frank Lamson-",Scribner Frank Lamson-,MS,,Scribner,Frank Lamson-
【空】,Sdobnina,Sdobnina,"Sdobnina, L. I.",Sdobnina L. I.,S,,Sdobnina,L. I.
【空】,Ség.,Ség.,"Séguier, Jean Francois",Séguier Jean Francois,MPS,,Séguier,Jean Francois
【空】,J. R. Sealy,J.R.Sealy,,,,,,
【空】,Seem.,Seem.,"Seemann, Berhold Carl",Seemann Berhold Carl,BPS,,Seemann,Berhold Carl
【空】,Seemann,Seemann,,,,,,
【空】,Segawa,Segawa,"Segawa, Sokichi",Segawa Sokichi,A,,Segawa,Sokichi
【空】,Seidenf.,Seidenf.,"Seidenfaden, Gunnar",Seidenfaden Gunnar,AS,,Seidenfaden,Gunnar
【空】,Sendtn.,Sendtn.,"Sendtner, Otto",Sendtner Otto,BS,,Sendtner,Otto
【空】,Seemen,Seemen,"Seemen, Karl Otto von",Seemen Karl Otto von,S,,Seemen,Karl Otto von
【空】,Semenova,Semenova,"Semenova, M. N.",Semenova M. N.,S,,Semenova,M. N.
【空】,Sengupta,Sengupta,"Sengupta, G.",Sengupta G.,S,,Sengupta,G.
【空】,Sennen,Sennen,"Sennen, frère",Sennen frère,PS,,Sennen,frère
【空】,Ser.,Ser.,"Seringe, Nicolas Charles",Seringe Nicolas Charles,S,,Seringe,Nicolas Charles
【空】,Serg.,Serg.,"Sergievskaja, Lydia Palladievna",Sergievskaja Lydia Palladievna,S,,Sergievskaja,Lydia Palladievna
【空】,Seriz.,Seriz.,"Serizawa, Shunsuke",Serizawa Shunsuke,PS,,Serizawa,Shunsuke
【空】,Serov,Serov,"Serov, V. P.",Serov V. P.,S,,Serov,V. P.
【空】,Servettaz,Servettaz,,,,,,
【空】,Sessé,Sessé,"Sessé, Martín",Sessé Martín,PS,,Sessé,Martín
【空】,Airy Shaw,AiryShaw,"Shaw, Herbert Kenneth Airy",Shaw Herbert Kenneth Airy,S,,Shaw,Herbert Kenneth Airy
【空】,Steenis,Steenis,"Steenis, Cornelis Gijsbert Gerrit Jan van",Steenis Cornelis Gijsbert Gerrit Jan van,S,,Steenis,Cornelis Gijsbert Gerrit Jan van
【空】,Steetz,Steetz,"Steetz, Joachim",Steetz Joachim,S,,Steetz,Joachim
【空】,Stein,Stein,"Stein, Berthold",Stein Berthold,MS,,Stein,Berthold
【空】,Steinb.,Steinb.,"Steinberg, Elisabeth Ivanovna",Steinberg Elisabeth Ivanovna,S,,Steinberg,Elisabeth Ivanovna
【空】,Stephan,Stephan,"Stephanov, Christian Friedrich",Stephanov Christian Friedrich,S,,Stephanov,Christian Friedrich
【空】,Sterns,Sterns,"Sterns, Emerson Ellick",Sterns Emerson Ellick,PS,,Sterns,Emerson Ellick
【空】,Ung.-Sternb.,Ung.-Sternb.,"Ungern-Sternberg, Franz",Ungern-Sternberg Franz,S,,Ungern-Sternberg,Franz
【空】,Sternberg,Sternberg,,,,,,
【空】,Sterneck,Sterneck,"Sterneck, Jakob (Daublebsky) von",Sterneck Jakob (Daublebsky) von,S,,Sterneck,Jakob (Daublebsky) von
【空】,Steud.,Steud.,"Steudel, Ernst Gottlieb von",Steudel Ernst Gottlieb von,ABMPS,,Steudel,Ernst Gottlieb von
【空】,Stev.,Stev.,"Stevenson, John",Stevenson John,M,,Stevenson,John
【空】,W. D. Stevens,W.D.Stevens,"Stevens, Warren Douglas",Stevens Warren Douglas,S,,Stevens,Warren Douglas
【空】,Stew.,Stew.,"Steward, Albert Newton？",Steward Albert Newton？,,,Steward,Albert Newton？
【空】,Steward,Steward,"Steward, Albert Newton",Steward Albert Newton,S,,Steward,Albert Newton
【空】,Stiefelh.,Stiefelh.,"Stiefelhagen, Heinz",Stiefelhagen Heinz,S,,Stiefelhagen,Heinz
【空】,Stocks,Stocks,"Stocks, John Ellerton",Stocks John Ellerton,A,,Stocks,John Ellerton
【空】,Stokes,Stokes,"Stokes, Jonathan S.",Stokes Jonathan S.,PS,,Stokes,Jonathan S.
【空】,Stout,Stout,"Stout, Arlow Burdette",Stout Arlow Burdette,S,,Stout,Arlow Burdette
【空】,Strachey,Strachey,"Strachey, Richard",Strachey Richard,S,,Strachey,Richard
【空】,Stritch,Stritch,"Stritch, L. R.",Stritch L. R.,S,,Stritch,L. R.
【空】,Stschegl.,Stschegl.,"Stschegleew, Serge S.",Stschegleew Serge S.,S,,Stschegleew,Serge S.
【空】,Stuck.,Stuck.,"Stuckert, Teodoro (Theodor) Juan Vicente",Stuckert Teodoro (Theodor) Juan Vicente,S,,Stuckert,Teodoro (Theodor) Juan Vicente
【空】,Stuntz,Stuntz,"Stuntz, Stephen Conrad",Stuntz Stephen Conrad,BS,,Stuntz,Stephen Conrad
【空】,Sturm,Sturm,"Sturm, Jacob (Jakob) W.",Sturm Jacob (Jakob) W.,ABMPS,,Sturm,Jacob (Jakob) W.
【空】,Sturtev.,Sturtev.,"Sturtevant, Edward Lewis",Sturtevant Edward Lewis,S,,Sturtevant,Edward Lewis
【空】,Suess.,Suess.,"Suessenguth, Karl",Suessenguth Karl,APS,,Suessenguth,Karl
【空】,Sugim.,Sugim.,"Sugimoto, Junichi",Sugimoto Junichi,PS,,Sugimoto,Junichi
【空】,Sugimoto,Sugimoto,,,,,,
【空】,Sukaczev,Sukaczev,"Sukachev, Vladimir Nikolajevich",Sukachev Vladimir Nikolajevich,AS,,Sukachev,Vladimir Nikolajevich
【空】,Sukhorukov,Sukhorukov,,,,,,
【空】,Skottsb.,Skottsb.,"Skottsberg, Carl Johan Fredrik",Skottsberg Carl Johan Fredrik,ABMPS,,Skottsberg,Carl Johan Fredrik
【空】,Skvort.,Skvort.,,,,,,
【空】,Skvorts.,Skvorts.,,,,,,
【空】,Skvortsov,Skvortsov,"Skvortzov, Boris Vassilievich",Skvortzov Boris Vassilievich,AMS,,Skvortzov,Boris Vassilievich
【空】,Skvortsova,Skvortsova,"Skvortsova, N. T.",Skvortsova N. T.,S,,Skvortsova,N. T.
【空】,Slavikova,Slavikova,"Slavikova, Zdenka",Slavikova Zdenka,S,,Slavikova,Zdenka
【空】,Sledge,Sledge,"Sledge, William Arthur",Sledge William Arthur,PS,,Sledge,William Arthur
【空】,Sleumer,Sleumer,"Sleumer, Hermann Otto",Sleumer Hermann Otto,S,,Sleumer,Hermann Otto
【空】,Sloboda,Sloboda,"Sloboda, Daniel",Sloboda Daniel,S,,Sloboda,Daniel
【空】,Sloss.,Sloss.,"Slosson, Margaret",Slosson Margaret,PS,,Slosson,Margaret
【空】,Small,Small,"Small, John Kunkel",Small John Kunkel,BPS,,Small,John Kunkel
【空】,R. Smith,R.Smith,,,,,,
【空】,Smitin.,Smitin.,,,,,,
【空】,Smyth,Smyth,"Smyth, Bernard Bryan",Smyth Bernard Bryan,S,,Smyth,Bernard Bryan
【空】,Snowden,Snowden,"Snowden, Joseph Davenport",Snowden Joseph Davenport,MS,,Snowden,Joseph Davenport
【空】,Sobol.,Sobol.,"Sobolewski, Gregor Fedorovitch (Grigoriy Fedorowich))",Sobolewski Gregor Fedorovitch (Grigoriy Fedorowich)),S,,Sobolewski,Gregor Fedorovitch (Grigoriy Fedorowich))
【空】,Sodiro,Sodiro,"Sodiro, Luis (Aloysius, Luigi)",Sodiro Luis (Aloysius Luigi),PS,,Sodiro,"Luis (Aloysius, Luigi)"
【空】,S. Soenarko,S.Soenarko,,,,,,
【空】,Soest,Soest,"Soest, Johannes Leendert van",Soest Johannes Leendert van,S,,Soest,Johannes Leendert van
【空】,Soják,Soják,"Soják, Jirí",Soják Jirí,S,,Soják,Jirí
【空】,Sokoloff,Sokoloff,"Sokolov, Demétrio",Sokolov Demétrio,A,,Sokolov,Demétrio
【空】,Sol.,Sol.,"Solander, Daniel Carl",Solander Daniel Carl,AS,,Solander,Daniel Carl
【空】,Soler.,Soler.,"Solereder, Hans",Solereder Hans,S,,Solereder,Hans
【空】,Solms,Solms,"Solms-Laubach, Hermann Maximilian Carl Ludwig Friedrich zu",Solms-Laubach Hermann Maximilian Carl Ludwig Friedrich zu,ABFMPS,,Solms-Laubach,Hermann Maximilian Carl Ludwig Friedrich zu
【空】,Sommerf.,Sommerf.,"Sommerfelt, Soren Christian (Severin Christianus)",Sommerfelt Soren Christian (Severin Christianus),ABMPS,,Sommerfelt,Soren Christian (Severin Christianus)
【空】,Sommier,Sommier,"Sommier, Carlo Pietro Stefano (Stephen)",Sommier Carlo Pietro Stefano (Stephen),BMPS,,Sommier,Carlo Pietro Stefano (Stephen)
【空】,Sonn.,Sonn.,"Sonnerat, Pierre",Sonnerat Pierre,S,,Sonnerat,Pierre
【空】,Soó,Soó,"Soó von Bere, Károly Rezs?",Soó von Bere Károly Rezs?,PS,,Soó von Bere,Károly Rezs?
【空】,Sosef,Sosef,"Sosef, M. S. M.",Sosef M. S. M.,S,,Sosef,M. S. M.
【空】,Q. W. Yao,Q.W.Yao,"Yao, Q. W.",Yao Q. W.,S,,Yao,Q. W.
【空】,Q. Z. Xie,Q.Z.Xie,"Xie, Quan Zheng",Xie Quan Zheng,S,,Xie,Quan Zheng
【空】,Qaiser,Qaiser,"Qaiser, Mohammad",Qaiser Mohammad,S,,Qaiser,Mohammad
【空】,Quintaret,Quintaret,,,,,,
【空】,W. W. Smith,W.W.Smith,"Smith, William Wright",Smith William Wright,,,Smith,William Wright
【空】,W. R. McNab,W.R.McNab,"McNab, William Ramsay",McNab William Ramsay,APS,,McNab,William Ramsay
【空】,W. T. Aiton,W.T.Aiton,"Aiton, William Townsend",Aiton William Townsend,S,,Aiton,William Townsend
【空】,W. W. Sm.,W.W.Sm.,"Smith, William Wright",Smith William Wright,S,,Smith,William Wright
【空】,Wahlb.,Wahlb.,"Wahlberg, Pehr Fredrik",Wahlberg Pehr Fredrik,S,,Wahlberg,Pehr Fredrik
【空】,Wahlenb.,Wahlenb.,"Wahlenberg, Georg (G?ran)",Wahlenberg Georg (G?ran),AMPS,,Wahlenberg,Georg (G?ran)
【空】,Walp.,Walp.,"Walpers, Wilhelm Gerhard",Walpers Wilhelm Gerhard,S,,Walpers,Wilhelm Gerhard
【空】,Waldst.,Waldst.,"Waldstein-Wartemburg, Franz de Paula Adam von",Waldstein-Wartemburg Franz de Paula Adam von,S,,Waldstein-Wartemburg,Franz de Paula Adam von
【空】,E. Walker,E.Walker,"Walker, Egbert Hamilton",Walker Egbert Hamilton,BS,,Walker,Egbert Hamilton
【空】,Wall.,Wall.,"Wallich, Nathaniel",Wallich Nathaniel,PS,,Wallich,Nathaniel
【空】,Wallace,Wallace,"Wallace, Alfred Russel",Wallace Alfred Russel,S,,Wallace,Alfred Russel
【空】,Wallr.,Wallr.,"Wallroth, Carl (Karl) Friedrich Wilhelm",Wallroth Carl (Karl) Friedrich Wilhelm,AMPS,,Wallroth,Carl (Karl) Friedrich Wilhelm
【空】,Walter,Walter,"Walter, Thomas",Walter Thomas,MPS,,Walter,Thomas
【空】,Walters,Walters,"Walters, Stuart Max",Walters Stuart Max,S,,Walters,Stuart Max
【空】,Y. Yabe,Y.Yabe,"Yabe, Yoshitaka",Yabe Yoshitaka,PS,,Yabe,Yoshitaka
【空】,Yabuno,Yabuno,"Yabuno, Tomosaburo",Yabuno Tomosaburo,S,,Yabuno,Tomosaburo
【空】,Yakovlev,Yakovlev,"Yakovlev, G. P.",Yakovlev G. P.,S,,Yakovlev,G. P.
【空】,Yamamoto,Yamamoto,"Yamamoto, Yoshimatsu",Yamamoto Yoshimatsu,PS,,Yamamoto,Yoshimatsu
【空】,T. Yamazaki,T.Yamazaki,,,,,,
【空】,Yatabe,Yatabe,"Yatabe, Ry?kichi (Ru?kichi)",Yatabe Ry?kichi (Ru?kichi),APS,,Yatabe,Ry?kichi (Ru?kichi)
【空】,Yeo,Yeo,"Yeo, Peter Frederick",Yeo Peter Frederick,S,,Yeo,Peter Frederick
【空】,Yoshin.,Yoshin.,"Yoshinaga, Torama",Yoshinaga Torama,MS,,Yoshinaga,Torama
【空】,Young,Young,"Young, Thomas",Young Thomas,S,,Young,Thomas
【空】,Yin Li,YinLi,"Li, Yin",Li Yin,S,,Li,Yin
【空】,Yonekura,Yonekura,,,,,,
【空】,Yu Nung,YuNung,,,,,,
【空】,Yun-bing Chang,Yun-bingChang,"Chang, Yun Bing",Chang Yun Bing,,,Chang,Yun Bing
【空】,Yunck.,Yunck.,"Yuncker, Truman George",Yuncker Truman George,PS,,Yuncker,Truman George
【空】,Summerh.,Summerh.,"Summerhayes, Victor Samuel",Summerhayes Victor Samuel,S,,Summerhayes,Victor Samuel
【空】,J. V. Suringar,J.V.Suringar,"Suringar, Jan Valckenier",Suringar Jan Valckenier,S,,Suringar,Jan Valckenier
【空】,Svenson,Svenson,"Svenson, Henry Knute (Knut)",Svenson Henry Knute (Knut),PS,,Svenson,Henry Knute (Knut)
【空】,Sw.,Sw.,"Svartz, Olof (Peter)",Svartz Olof (Peter),ABMPS,,Svartz,Olof (Peter)
【空】,Sumn.,Sumn.,,,,,,
【空】,Suresh,Suresh,"Suresh, C. R.",Suresh C. R.,S,,Suresh,C. R.
【空】,Suslova,Suslova,"Suslova, T. A.",Suslova T. A.,S,,Suslova,T. A.
【空】,Sut?,Sut?,"Sut?, Tiharu",Sut? Tiharu,S,,Sut?,Tiharu
【空】,Suzuki,Suzuki,"Suzuki, Sigeyosi",Suzuki Sigeyosi,S,,Suzuki,Sigeyosi
【空】,Swallen,Swallen,"Swallen, Jason Richard",Swallen Jason Richard,BS,,Swallen,Jason Richard
【空】,Sweet,Sweet,"Sweet, Robert",Sweet Robert,PS,,Sweet,Robert
【空】,Swingle,Swingle,"Swingle, Walter Tennyson",Swingle Walter Tennyson,MS,,Swingle,Walter Tennyson
【空】,Syme,Syme,"Syme, John Thomas Irvine Boswell",Syme John Thomas Irvine Boswell,PS,,Syme,John Thomas Irvine Boswell
【空】,Syozi,Syozi,"Syozi, Yositika",Syozi Yositika,S,,Syozi,Yositika
【空】,Szlach.,Szlach.,"Szlachetko, Dariusz L.",Szlachetko Dariusz L.,S,,Szlachetko,Dariusz L.
【空】,Szyszyl.,Szyszyl.,"Szyszylowicz, Ignaz (Ignacy) von",Szyszylowicz Ignaz (Ignacy) von,BPS,,Szyszylowicz,Ignaz (Ignacy) von
【空】,'t Hart,tHart,"Hart, Henk 't",Hart Henk 't,S,,Hart,Henk 't
【空】,T. Anderson,T.Anderson,"Anderson, Thomas",Anderson Thomas,S,,Anderson,Thomas
【空】,T. Cooke,T.Cooke,"Cooke, Theodore",Cooke Theodore,S,,Cooke,Theodore
【空】,T. It?,T.It?,"It?, Tokutar?",It? Tokutar?,MS,,It?,Tokutar?
【空】,T. Moore,T.Moore,"Moore, Thomas",Moore Thomas,PS,,Moore,Thomas
【空】,T. Mori,T.Mori,"Mori, Tamez?",Mori Tamez?,PS,,Mori,Tamez?
【空】,T. Nees,T.Nees,"Nees, Theodor Friedrich Ludwig",Nees Theodor Friedrich Ludwig,MS,,Nees,Theodor Friedrich Ludwig
【空】,T. Osada,T.Osada,,,,,,
【空】,Saiki,Saiki,"Saiki, Yasuhisa",Saiki Yasuhisa,PS,,Saiki,Yasuhisa
【空】,Salisb.,Salisb.,"Salisbury, Richard Anthony",Salisbury Richard Anthony,PS,,Salisbury,Richard Anthony
【空】,Salm-Dyck,Salm-Dyck,"Salm-Reifferscheid-Dyck, Joseph Franz Maria Anton Hubert Ignatz Fürst zu",Salm-Reifferscheid-Dyck Joseph Franz Maria Anton Hubert Ignatz Fürst zu,S,,Salm-Reifferscheid-Dyck,Joseph Franz Maria Anton Hubert Ignatz Fürst zu
【空】,Salomon,Salomon,"Salomon, Carl E.",Salomon Carl E.,PS,,Salomon,Carl E.
【空】,Salzm.,Salzm.,"Salzmann, Philipp",Salzmann Philipp,ABMS,,Salzmann,Philipp
【空】,Sam.,Sam.,"Samuelsson, Gunnar",Samuelsson Gunnar,S,,Samuelsson,Gunnar
【空】,Samp.,Samp.,"Sampaio, Goncalo António da Silva Ferreira",Sampaio Goncalo António da Silva Ferreira,AMPS,,Sampaio,Goncalo António da Silva Ferreira
【空】,San,San,,,,,,
【空】,Sander,Sander,"Sander, Henry Frederick Conrad",Sander Henry Frederick Conrad,PS,,Sander,Henry Frederick Conrad
【空】,Santapau,Santapau,"Santapau, Hermanegild",Santapau Hermanegild,S,,Santapau,Hermanegild
【空】,Santos,Santos,"Santos, José, Vera",Santos José Vera,S,,Santos,"José, Vera"
【空】,Saposhn.,Saposhn.,"Saposhnikow, Vasili Vasilievich",Saposhnikow Vasili Vasilievich,S,,Saposhnikow,Vasili Vasilievich
【空】,Sarg.,Sarg.,"Sargent, Charles Sprague",Sargent Charles Sprague,S,,Sargent,Charles Sprague
【空】,Sasaki,Sasaki,"Sasaki, Shun-ichi (Syun'iti)",Sasaki Shun-ichi (Syun'iti),PS,,Sasaki,Shun-ichi (Syun'iti)
【空】,Sastre,Sastre,"Sastre, Claude Henri Léon",Sastre Claude Henri Léon,PS,,Sastre,Claude Henri Léon
【空】,Satake,Satake,"Satake, Yoshisuke",Satake Yoshisuke,PS,,Satake,Yoshisuke
【空】,Satow,Satow,"Satow, Ernest Mason",Satow Ernest Mason,S,,Satow,Ernest Mason
【空】,Sav.,Sav.,"Savatier, Paul Amedée Ludovic",Savatier Paul Amedée Ludovic,PS,,Savatier,Paul Amedée Ludovic
【空】,Sav.-Rycz.,Sav.-Rycz.,"Savicz-Ryczeogorski, V. M.",Savicz-Ryczeogorski V. M.,S,,Savicz-Ryczeogorski,V. M.
【空】,Savi,Savi,"Savi, Gaetano",Savi Gaetano,BMS,,Savi,Gaetano
【空】,Sch. Bip.,Sch.Bip.,"Schultz, Carl (Karl) Heinrich 'Bipontinus'",Schultz Carl (Karl) Heinrich 'Bipontinus',S,,Schultz,Carl (Karl) Heinrich 'Bipontinus'
【空】,Schaeff.,Schaeff.,"Schaeffer, Jocob Christian (H. von)",Schaeffer Jocob Christian (H. von),MS,,Schaeffer,Jocob Christian (H. von)
【空】,Schangin,Schangin,"Schangin, Petr Ivanovich",Schangin Petr Ivanovich,S,,Schangin,Petr Ivanovich
【空】,Schauer,Schauer,"Schauer, Johannes Conrad",Schauer Johannes Conrad,S,,Schauer,Johannes Conrad
【空】,Scheff.,Scheff.,"Scheffer, Rudolph Herman Christiaan Carel",Scheffer Rudolph Herman Christiaan Carel,S,,Scheffer,Rudolph Herman Christiaan Carel
【空】,G. Schellenb.,G.Schellenb.,"Schellenberg, Gustav Agust Ludwig David",Schellenberg Gustav Agust Ludwig David,S,,Schellenberg,Gustav Agust Ludwig David
【空】,Schelpe,Schelpe,"Schelpe, Edmund André Charles Lois Eloi ('Ted')",Schelpe Edmund André Charles Lois Eloi ('Ted'),BFPS,,Schelpe,Edmund André Charles Lois Eloi ('Ted')
【空】,Schenk,Schenk,"Schenk, Joseph August",Schenk Joseph August,FMS,,Schenk,Joseph August
【空】,Scherb.,Scherb.,"Scherbius, Johannes",Scherbius Johannes,BMS,,Scherbius,Johannes
【空】,Schery,Schery,"Schery, Robert Walter",Schery Robert Walter,S,,Schery,Robert Walter
【空】,Blackb.,Blackb.,,,,,,
【空】,Blak.,Blak.,,,,,,
【空】,Blakeley,Blakeley,"Blakeley,William Faris",Blakeley William Faris,,,Blakeley,William Faris
【空】,Blanco,Blanco,"Blanco, Francisco Manuel",Blanco Francisco Manuel,APS,,Blanco,Francisco Manuel
【空】,Blanf.,Blanf.,"Blanford, H. F.",Blanford H. F.,PS,,Blanford,H. F.
【空】,Blasdell,Blasdell,"Blasdell, Robert Ferris",Blasdell Robert Ferris,P,,Blasdell,Robert Ferris
【空】,Blatt.,Blatt.,"Blatter, Ethelbert",Blatter Ethelbert,BPS,,Blatter,Ethelbert
【空】,Blin.,Blin.,"Blinovskij, K. V.",Blinovskij K. V.,S,,Blinovskij,K. V.
【空】,C. H. Blom,C.H.Blom,"Blom, Carl Hilding",Blom Carl Hilding,S,,Blom,Carl Hilding
【空】,Bluff,Bluff,"Bluff, Mathias Joseph",Bluff Mathias Joseph,BS,,Bluff,Mathias Joseph
【空】,Bluket,Bluket,"Bluket, N. A.",Bluket N. A.,S,,Bluket,N. A.
【空】,Blume,Blume,"Blume, Garl (Karl) Ludwig von",Blume Garl (Karl) Ludwig von,BMPS,,Blume,Garl (Karl) Ludwig von
【空】,Blytt,Blytt,"Blytt, Mathias Numsen",Blytt Mathias Numsen,BS,,Blytt,Mathias Numsen
【空】,Bobrov,Bobrov,"Bobrov, Evgenij Grigorievicz",Bobrov Evgenij Grigorievicz,FS,,Bobrov,Evgenij Grigorievicz
【空】,Bocklr.,Bocklr.,,,,,,
【空】,Bocquet,Bocquet,"Bocquet, Gillbert Francois",Bocquet Gillbert Francois,S,,Bocquet,Gillbert Francois
【空】,Bodinier,Bodinier,,,,,,
【空】,Boeck.,Boeck.,"Boeck, Christian Peter Bianco",Boeck Christian Peter Bianco,BS,,Boeck,Christian Peter Bianco
【空】,Boehm.,Boehm.,"Boehmer, Georg Rudolf",Boehmer Georg Rudolf,ABMPS,,Boehmer,Georg Rudolf
【空】,Boenn.,Boenn.,"Boenninghausen, Clemens Maria Griedrich von",Boenninghausen Clemens Maria Griedrich von,S,,Boenninghausen,Clemens Maria Griedrich von
【空】,Boerl.,Boerl.,"Boerlage, Jacob Gijsbert",Boerlage Jacob Gijsbert,S,,Boerlage,Jacob Gijsbert
【空】,Boiss.,Boiss.,"Boissier, Pierre Edmond",Boissier Pierre Edmond,MPS,,Boissier,Pierre Edmond
【空】,B. Boivin,B.Boivin,"Boivin, Joseph Robert Bernard",Boivin Joseph Robert Bernard,PS,,Boivin,Joseph Robert Bernard
【空】,Bojer,Bojer,"Bojer, Wenceslas (Wenzel)",Bojer Wenceslas (Wenzel),PS,,Bojer,Wenceslas (Wenzel)
【空】,Bold.,Bold.,"Bolding, Isa?c",Bolding Isa?c,PS,,Bolding,Isa?c
【空】,Bonap.,Bonap.,"Bonaparte, Roland Napoléon",Bonaparte Roland Napoléon,PS,,Bonaparte,Roland Napoléon
【空】,Bonati,Bonati,"Bonati, Gustave Henri",Bonati Gustave Henri,PS,,Bonati,Gustave Henri
【空】,Bong.,Bong.,"Bongard, August (Gustav) Heinrich von",Bongard August (Gustav) Heinrich von,PS,,Bongard,August (Gustav) Heinrich von
【空】,Bonner,Bonner,"Bonner, Charles Edmond Bradlaugh",Bonner Charles Edmond Bradlaugh,CPS,,Bonner,Charles Edmond Bradlaugh
【空】,Bonnier,Bonnier,"Bonnier, Gaston Eugène Marie",Bonnier Gaston Eugène Marie,S,,Bonnier,Gaston Eugène Marie
【空】,Dalzell,Dalzell,"Dalzell, Nicol (Nicolas) Alexander",Dalzell Nicol (Nicolas) Alexander,PS,,Dalzell,Nicol (Nicolas) Alexander
【空】,Hoffm.,Hoffm.,"Hoffmann, George Franz",Hoffmann George Franz,BMPS,,Hoffmann,George Franz
